word	kind	a	b	concrete_split	a_pass	b_pass	a_votes	b_votes	tier	jmdict_priority
うんこマーク	交わり無し	40	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
え	交わり無し	40	32	はい	割れた	一致	3	3	corpus	はい
え付け	交わり無し	43	15	はい	割れた	割れた	3	3	corpus	いいえ
おこ	交わり無し	43	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
おさげ髪	交わり無し	18 42	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
おさ通し	交わり無し	33	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
おたぐり	交わり無し	33	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
おな中	交わり無し	56	22	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
おめでた	交わり無し	33	57	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お下げ	交わり無し	42	18 56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お丸	交わり無し	20	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お兄系	交わり無し	11 33	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お出来	交わり無し	10	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お化け	交わり無し	53	12	はい	割れた	一致	3	3	jmdict	はい
お印	交わり無し	40	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お多福	交わり無し	40	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お寺さん	交わり無し	24	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お寺様	交わり無し	24	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お山	交わり無し	17	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お引きずり	交わり無し	33	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お強	交わり無し	13	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お払い箱	交わり無し	40	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お持ち帰り	交わり無し	37	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お水	交わり無し	33	51	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お漏らし	交わり無し	15	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お澄まし	交わり無し	20	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お灸	交わり無し	45	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お熱	交わり無し	30	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お玉じゃくし	交わり無し	45	32 55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お目	交わり無し	35	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お目覚	交わり無し	15	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お眠	交わり無し	57	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お粧し	交わり無し	33	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お腹いっぱい	交わり無し	13 19	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お色直し	交わり無し	33	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お花摘み	交わり無し	33	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お花畑	交わり無し	13 30	47 54	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お襁褓気触れ	交わり無し	20	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お試し版	交わり無し	40	11	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
お針	交わり無し	45	32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
かけら	交わり無し	19 40	51	はい	一致	割れた	3	3	corpus	はい
かけ流し	交わり無し	43	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
かさ	交わり無し	40 42	19 45	はい	割れた	割れた	3	3	corpus	はい
かっこ	交わり無し	40 45	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
かるた屋	交わり無し	24	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
かわら	交わり無し	40 44	17 41	はい	一致	割れた	3	3	corpus	はい
かわヨ	交わり無し	43	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がしゃ髑髏	交わり無し	32 33	53 56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がちゃ目	交わり無し	18	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がっこ	交わり無し	27 44	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がったんごっとん	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がめ子	交わり無し	20	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がや	交わり無し	55	10 50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
がらがら声	交わり無し	56	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
きちきち	交わり無し	13	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
きり	交わり無し	45	19 50	はい	一致	割れた	3	3	corpus	はい
ぎったんばっこん	交わり無し	33	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぎゃあぎゃあ	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
くけ縫い	交わり無し	15 45	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
くそ	交わり無し	10	51	はい	割れた	割れた	3	3	corpus	はい
くっく	交わり無し	31	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
くれ縁	交わり無し	17	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぐすーよー	交わり無し	43	22	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぐりぐり	交わり無し	13	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
けし	交わり無し	15	54	はい	割れた	一致	3	3	corpus	いいえ
げら	交わり無し	45	20 40	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
こけら葺き	交わり無し	33	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
こま結び	交わり無し	45	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
こり	交わり無し	13	56	はい	割れた	割れた	3	3	corpus	はい
ころり	交わり無し	15	57	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ごいた	交わり無し	40	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ごく弱火	交わり無し	19	46	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ごま塩	交わり無し	18	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ごみ集積所	交わり無し	44 47	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ごろごろ様	交わり無し	20	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
さざめき	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
さしすせそ	交わり無し	43	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
さば	交わり無し	15 30	55	はい	割れた	割れた	3	2	corpus	はい
さびた	交わり無し	13	51	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
さらぴん	交わり無し	45	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
さ庭	交わり無し	47	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ざあっ	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
しい	交わり無し	13	54	はい	割れた	一致	3	3	corpus	はい
しごでき	交わり無し	40	24	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
じぇんこ	交わり無し	40	37	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
す	交わり無し	15	43	はい	割れた	割れた	3	3	corpus	はい
すか	交わり無し	40	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
すき入れ	交わり無し	15 47	41	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
すずの兵隊	交わり無し	40	32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
すっぽんぽん	交わり無し	18	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ずんべら棒	交わり無し	45	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
せせり箸	交わり無し	45	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
せや	交わり無し	44	10	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
せりばんご	交わり無し	43	19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
そぎ切り	交わり無し	30 33	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
たい	交わり無し	10	55	はい	割れた	一致	3	3	corpus	はい
たか	交わり無し	19	55	はい	割れた	割れた	3	3	corpus	はい
たま	交わり無し	19	40	はい	一致	割れた	3	3	corpus	はい
たら	交わり無し	10	55	はい	割れた	割れた	3	3	corpus	はい
たる	交わり無し	10	40	はい	割れた	割れた	3	3	corpus	はい
たーけ	交わり無し	54	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
だし	交わり無し	30	43	はい	割れた	一致	3	3	corpus	はい
だんさん	交わり無し	56	21 22	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ちっぱい	交わり無し	18	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ちぼ	交わり無し	56	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ちゃあちゃん	交わり無し	42	21	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ちゃりき	交わり無し	40	14	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ちゅう	交わり無し	55	35	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
ちん凸	交わり無し	18 40	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つかえ感	交わり無し	13 30	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つがい目	交わり無し	53	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つけ置き	交わり無し	43	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つと	交わり無し	31	40	はい	割れた	割れた	3	3	corpus	いいえ
つり目	交わり無し	18	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つるべ落とし	交わり無し	50	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つる返し	交わり無し	45	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
つんぼ桟敷	交わり無し	33	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
てこ盛り	交わり無し	43	19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
てっぺんかけたか	交わり無し	31	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
とい	交わり無し	45	31	はい	割れた	割れた	3	3	corpus	はい
とど	交わり無し	15	55	はい	一致	割れた	3	3	corpus	いいえ
どや顔	交わり無し	18 30	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
どんぐり眼	交わり無し	18	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
どんべ	交わり無し	43	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
なぎ	交わり無し	15	50	はい	割れた	一致	3	3	corpus	いいえ
なす	交わり無し	15	43 54	はい	一致	割れた	3	3	corpus	はい
にこぽん	交わり無し	40	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
にちゃっ	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
にゃんにゃん	交わり無し	55	35	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
にゃーにゃー	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
にょた百合	交わり無し	54	32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ねじりゴム編み	交わり無し	32	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ねんね	交わり無し	56 57	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
のぎ	交わり無し	30	54	はい	割れた	一致	3	3	corpus	いいえ
のすり	交わり無し	37	55	はい	割れた	一致	3	3	corpus	いいえ
のぞみ	交わり無し	40	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
のろ	交わり無し	55	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
はえぬき	交わり無し	43 54	24	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	はい
はか	交わり無し	10 30	44	はい	割れた	一致	3	3	corpus	はい
はげ山	交わり無し	47 50	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
はさ	交わり無し	15	45	はい	割れた	割れた	3	3	corpus	いいえ
はず押し	交わり無し	45	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ばら	交わり無し	19	54	はい	割れた	割れた	3	3	corpus	はい
ひも付き	交わり無し	40	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ひら	交わり無し	18	56	はい	割れた	一致	3	3	corpus	いいえ
びら	交わり無し	31	40	はい	割れた	一致	3	3	corpus	いいえ
ふて寝	交わり無し	33	57	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ふらつき	交わり無し	15	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ふるえ音	交わり無し	31	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ふれあい広場	交わり無し	44 47	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぶくぶく	交わり無し	18	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぶつ切り	交わり無し	43	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぶん回し	交わり無し	15	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぷよぷよ	交わり無し	40	18 32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
へな猪口	交わり無し	40	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
べったこ	交わり無し	56	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
べべ	交わり無し	45	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
べべた	交わり無し	42	19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ほいほい	交わり無し	45	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ほぞんかけたか	交わり無し	55	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ほろほろ	交わり無し	13 18	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ほ座	交わり無し	27 33	52	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぼっち飯	交わり無し	43	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぽち	交わり無し	40	18 19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ぽんぺ	交わり無し	33	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
まさ	交わり無し	45	10	はい	割れた	割れた	3	3	corpus	いいえ
まんじり	交わり無し	30	57	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
まんまんちゃん	交わり無し	43	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
みず	交わり無し	27	51	はい	一致	一致	3	3	corpus	はい
みのも	交わり無し	54	17	はい	一致	割れた	2	3	corpus	いいえ
みゃー	交わり無し	31	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
むし養い	交わり無し	33	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
むつ五郎	交わり無し	20	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
もく	交わり無し	30 34	54	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
もっこり	交わり無し	45	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
やかん頭	交わり無し	18	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
やしっ子	交わり無し	20	54	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
やそ	交わり無し	45	19	はい	一致	割れた	3	3	corpus	はい
やっちゃ場	交わり無し	44 47	37	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
やりらふぃー	交わり無し	43	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
やんぴ	交わり無し	55	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ゆず風呂	交わり無し	33 43	44	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ゆた	交わり無し	43	24	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
よいよい	交わり無し	31	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ようこそ画面	交わり無し	31 45	40	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
りんご狩り	交わり無し	33	47	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
り災証明書	交わり無し	31	40	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
ろくろ首	交わり無し	33	53	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
わかし	交わり無し	20 24	55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
わかめ酒	交わり無し	43	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
わた	交わり無し	16	41 56	はい	一致	割れた	3	3	corpus	はい
わっせ	交わり無し	54	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイオリソース	交わり無し	38	43	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイキャッチャー	交わり無し	24	40	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイケア	交わり無し	33	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイコ	交わり無し	40	20	はい	一致	割れた	3	3	corpus	いいえ
アイコン	交わり無し	40	18	はい	割れた	一致	3	3	corpus	はい
アイステズボド	交わり無し	55	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイソスピン	交わり無し	50	19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイソセンタ	交わり無し	45	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイソトニックス	交わり無し	43	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイソメトリックス	交わり無し	18 32	56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイドグラフ	交わり無し	45	32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイドルシステム	交わり無し	45	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイドルビット	交わり無し	40	19	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイブリ属	交わり無し	53	11	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイブローシェープ	交わり無し	45	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイメイク	交わり無し	33	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイランド	交わり無し	17 44	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイリフト	交わり無し	45	15 56	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイル	交わり無し	44	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アイレットワーク	交わり無し	45	32	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウアズ	交わり無し	53	11	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウケニプテルス科	交わり無し	53	11 55	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウストラロピテクス	交わり無し	53	20	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウトカーブ	交わり無し	45	18	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウトストラーダ	交わり無し	44 47	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウトダイヤル	交わり無し	45	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アウトポケット	交わり無し	37	42	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アカウントドメイン	交わり無し	40	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクアノート	交わり無し	45	24	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクアプレーン	交わり無し	15 50	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクサングラーブ	交わり無し	42	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクセサ	交わり無し	40 42	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクセス点	交わり無し	17	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクティブチャネル	交わり無し	45	17	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクティブプログラム	交わり無し	32 45	40	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクティブマトリクス方式	交わり無し	45	30	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクティブロジック機能	交わり無し	45	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクティベーションコード	交わり無し	40	31	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アクハイヤー	交わり無し	45	38	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アク取り	交わり無し	15 43	45	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アグニ	交わり無し	53	33	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アグリゲート	交わり無し	40 51	15	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アグリネス	交わり無し	55	13	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アゲンスト	交わり無し	14	50	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
アゲーン	交わり無し	31	51	はい	判定 1 回のみ	判定 1 回のみ	1	1	jmdict	いいえ
