word	kept	dropped	passes	tier
じょっぴんかる	15	34	15 | 15 | 34	jmdict
じわる	15 50	30	15 50 | 15 50 | 15 30	jmdict
すくい上げる	15	37	15 37 | 15 | 15	jmdict
すくい出す	15	17 34 37	15 34 | 15 37 | 15 17	jmdict
すくい取る	15 37	33	15 37 | 15 37 | 15 33	jmdict
すすり上げる	33 56	15	15 33 | 33 56 | 33 56	jmdict
すっ飛ばす	15 34	16	15 16 | 15 34 | 15 34	jmdict
すり寄せる	15 17	35	15 17 | 15 17 | 15 35	jmdict
すり替える	15	34	15 | 15 | 15 34	jmdict
すり込む	15 30	33	15 33 | 15 30 | 15 30	jmdict
すれ違う	15 35	17	15 17 35 | 15 35 | 15 35	jmdict
ずば抜ける	13	15 19	13 | 13 19 | 13 15	jmdict
ずる	34	15 35	34 | 15 | 34 35	jmdict
ずれる	15	17	15 | 15 | 15 17	jmdict
ずれ込む	15 16	17	15 16 | 15 16 | 15 17	jmdict
せがむ	31 35	34	31 35 | 31 35 | 31 34	jmdict
せき止める	15	36	15 36 | 15 | 15	jmdict
せびる	37	35	37 | 37 | 35 37	jmdict
せり上げる	15 37	19	15 37 | 15 19 | 15 37	jmdict
せんとく	31	37	31 | 37 | 31	jmdict
そぐう	11 13	35	11 13 | 13 35 | 11	jmdict
そそけ立つ	15	33 56	15 | 15 56 | 15 33	jmdict
そびれる	15	34	15 | 15 | 34	jmdict
たけり立つ	30	34	30 34 | 30 | 30	jmdict
たげる	15	33	33 | 15 | 15	jmdict
たじろぐ	30	33 35	30 33 | 30 | 30 35	jmdict
だぶつく	19	13	19 | 19 | 13 19	jmdict
だらける	33	13 30	33 | 13 30 | 33	jmdict
だれる	13	15 33	13 33 | 13 15 | 13	jmdict
ちぎり取る	15	37	15 | 15 | 15 37	jmdict
ちゃらける	33	30	33 | 30 33 | 33	jmdict
ちょろまかす	34	15 35 37	15 34 | 34 35 | 34 37	jmdict
ちらつかせる	15 31	50	15 50 | 15 31 | 15 31	jmdict
ついて回る	15 17	35	15 35 | 15 17 | 15 17	jmdict
つかみ出す	15	34	15 | 15 34 | 15	jmdict
つかみ合う	35	15	35 | 15 35 | 35	jmdict
つぎ込む	37	15	37 | 37 | 15 37	jmdict
つけ込む	15 35	34	15 35 | 34 35 | 15 35	jmdict
つつある	16	15	16 | 15 16 | 16	jmdict
つつき回す	15	33	15 | 15 | 15 33	jmdict
つまみ出す	15	34 36	15 36 | 15 34 | 15	jmdict
でっち上げる	15 32	34	15 32 | 15 32 | 32 34	jmdict
でれつく		30 33	33 | 30	jmdict
とく	15	31 33	15 33 | 31 | 15	jmdict
とっ捕まえる	34 36	15	34 36 | 34 36 | 15 34 36	jmdict
とっ捕まる	34 36	15 35	34 35 | 15 36 | 34 36	jmdict
どやし付ける	36	35	36 | 36 | 35 36	jmdict
なぞる	15	31 32 33	15 31 | 15 33 | 15 32	jmdict
にじみ出る	15	17 50	15 | 15 50 | 15 17	jmdict
にたつく	33	15	33 | 15 | 33	jmdict
ぬたうつ	33	15	15 | 33 | 33	jmdict
ぬるつく	50	13	13 | 50 | 50	jmdict
ねじ伏せる	15 34 36	35	34 35 | 15 36 | 15 34 36	jmdict
のたくる	33	56	33 | 33 | 33 56	jmdict
のた打ち回る	33	15 56	33 | 33 56 | 15 33	jmdict
のた打つ	33 56	15	33 56 | 15 33 | 33 56	jmdict
のぼせ上がる	30 56	15	15 30 | 30 56 | 30 56	jmdict
のめす	15	33	15 | 15 | 15 33	jmdict
のめる	15 30	33	15 30 | 15 30 | 15 33	jmdict
はぎ合わせる	15 33	32	15 33 | 15 32 | 15 33	jmdict
はじき出す	15	34	15 34 | 15 | 15	jmdict
はち切れる	15	30	15 30 | 15 | 15	jmdict
はっちゃける	33	15 34	15 33 | 33 | 33 34	jmdict
はって行く	15 33	17	15 17 | 15 33 | 15 33	jmdict
はめ込む	15	34	15 34 | 15 | 15	jmdict
はやし立てる	31 35	36	31 36 | 31 35 | 31 35	jmdict
はやり立つ	15	31 35	31 35 | 15 | 15	jmdict
はわく	15 33	17	15 33 | 15 17 | 15 33	jmdict
ばら撒く	15 37	17	15 37 | 15 37 | 15 17	jmdict
ばれる	31	10 12 15 30	10 31 | 15 31 | 12 30	jmdict
ぱちつかせる	33	15	15 | 33 | 33	jmdict
ひくつく	56	33	33 56 | 56 | 56	jmdict
ひしめき合う	35	15 17	17 35 | 15 35 | 35	jmdict
ひた隠す	34	15	34 | 34 | 15 34	jmdict
ひねくり回す	15 33	34	15 34 | 15 33 | 15 33	jmdict
ひねり殺す	34 57	15	34 57 | 15 34 57 | 34 57	jmdict
ひょろつく	15	17 33	15 17 | 15 | 15 33	jmdict
ひれ伏す	33 36	35	33 36 | 33 36 | 33 35	jmdict
ふける	33	16	33 | 33 | 16 33	jmdict
ふざく	33	34	33 | 34 | 33	jmdict
ふためく	30	33	33 | 30 | 30	jmdict
ふらつく	15	13 17	15 | 15 17 | 13 15	jmdict
ふるい分ける	15	38	15 | 15 | 15 38	jmdict
ふるい落とす	15	19 34	15 | 15 34 | 15 19	jmdict
ふん捕まえる	34 35	36	34 35 | 34 35 | 34 36	jmdict
ぶち壊す	15	34	15 34 | 15 | 15	jmdict
ぶち殺す	15 34	57	15 34 | 15 34 57 | 15 34	jmdict
ぶち破る	15	34	15 | 15 34 | 15	jmdict
ぶち込む	15	17 34	15 17 | 15 34 | 15	jmdict
ぶった切る	15 34	35	15 35 | 15 34 | 15 34	jmdict
ぶっち切る	15	34	15 | 15 34 | 15	jmdict
ぶっ倒す	15 34	35	15 35 | 15 34 | 15 34	jmdict
ぶっ倒れる	15 57	56	15 57 | 15 56 | 15 57	jmdict
ぶっ放す	15 34	31	15 34 | 15 34 | 15 31	jmdict
ぶっ殺す	15 57	34	15 57 | 34 57 | 15 57	jmdict
ぶらつく	15 33	17	15 33 | 15 17 | 15 33	jmdict
ぶるう	15	30	30 | 15 | 15	jmdict
ぶん殴る	15 35	34	15 35 | 15 35 | 15 34	jmdict
へたばる	15 57	33 56	33 56 | 15 57 | 15 57	jmdict
へたる	15 33	30	15 30 | 15 33 | 15 33	jmdict
へばる	33	13	33 | 33 | 13 33	jmdict
べた付く	13	15 51	13 | 13 51 | 15	jmdict
ほかす	15	33	15 | 15 33 | 15	jmdict
ほかっておく	34	33 36	33 36 | 34 | 34	jmdict
ほじくり出す	15	34	15 | 15 34 | 15	jmdict
ほじくり返す	15	33	15 | 15 | 15 33	jmdict
ぼやかす	15	13 30	13 15 | 15 30 | 15	jmdict
ぼやける	15 50	13	15 50 | 13 15 | 15 50	jmdict
ぽちゃる	15	33	15 | 15 | 15 33	jmdict
まかり通る	34 36	11	34 36 | 11 34 | 34 36	jmdict
まかり間違う		10 12 15	10 | 15 | 12	jmdict
まとめ上げる	15 34	31	15 31 34 | 15 34 | 15 34	jmdict
まやかす	31 34	35	31 34 | 31 35 | 31 34	jmdict
むしり取る	15	37	15 | 15 | 15 37	jmdict
むせび泣く	30 33	56	30 33 | 30 56 | 30 33	jmdict
むせ返る	56	15	56 | 15 56 | 56	jmdict
もじ付く	15	35	15 | 15 | 35	jmdict
もたつく	15 33	13 16	15 16 | 15 33 | 13 33	jmdict
もにょる	30	33	30 | 33 | 30	jmdict
やっかむ	30	35	30 | 30 | 30 35	jmdict
やって行く	34 38	33	33 34 | 34 38 | 34 38	jmdict
やり付ける	15 35	34	15 34 | 15 35 | 15 35	jmdict
やり遂げる	34	15	15 34 | 34 | 34	jmdict
よる	11 17	35	17 35 | 11 17 | 11 17	jmdict
わめき散らす	31	33	31 | 31 33 | 31	jmdict
アジる	31 36	35	31 36 | 31 35 | 31 36	jmdict
オラつく	33	34	33 | 33 34 | 33	jmdict
カンコる	31	15	31 | 15 | 31	jmdict
ガシる	15	34 35	15 35 | 15 | 15 34	jmdict
ガスる	34	15	34 | 34 | 15 34	jmdict
ガチる	34	35	34 | 34 35 | 34	jmdict
キレる	30	34	30 | 30 34 | 30	jmdict
ギスる	13 35	15	13 35 | 15 35 | 13 35	jmdict
ケラケラ笑う	33	30	30 33 | 33 | 33	jmdict
ゲロる	31	33	31 33 | 31 | 31	jmdict
コピる	32	38	32 38 | 32 | 32	jmdict
スカす	15 34	35	15 34 | 34 35 | 15 34	jmdict
スタンバる	33	34	33 | 33 | 34	jmdict
ステる		15 30 33	33 | 15 | 30	jmdict
タクる	37	38	37 | 37 38 | 37	jmdict
タミフる	33	37	33 | 37 | 33	jmdict
チキる	34	30	30 34 | 34 | 34	jmdict
チャラ付く	15	51	15 | 15 51 | 15	jmdict
チルる	30	33	30 | 33 | 30	jmdict
テカる	50	15	15 50 | 50 | 50	jmdict
テロる	34 35	38	34 35 | 34 35 | 34 38	jmdict
デコる	32 33	15	32 33 | 15 32 | 32 33	jmdict
デブる	15 56	57	15 57 | 15 56 | 15 56	jmdict
デモる	31	32 34 38	31 34 | 31 38 | 31 32	jmdict
デレる	30	33	30 33 | 30 | 30	jmdict
トラバる	31	15	31 | 31 | 15	jmdict
ドヤる	35	30 31 33	35 | 31 35 | 30 33	jmdict
ド突く	15 35	33	15 35 | 15 33 | 15 35	jmdict
ネグる	35	34	34 35 | 35 | 35	jmdict
ネゴる	35	31	35 | 31 35 | 35	jmdict
ハウる	31	15	31 | 31 | 15	jmdict
ハブく	35	36	35 | 35 | 35 36	jmdict
ハブる	35	36	35 36 | 35 | 35	jmdict
バズる	31 38	35	31 38 | 31 35 | 31 38	jmdict
バテる	56 57	30	56 57 | 30 57 | 56 57	jmdict
バビる	15	32	15 | 15 32 | 15	jmdict
パサつく	50	13 51	50 | 50 | 13 51	jmdict
パシる	33 34	36	33 34 | 33 34 | 33 36	jmdict
ヒリつく	56	30	56 | 30 56 | 56	jmdict
ビニる	15	32	15 32 | 15 | 15	jmdict
ピリつく	13 30	50 56	13 56 | 30 50 | 13 30	jmdict
ファブる	32	38	32 | 32 | 38	jmdict
ブー垂れる	31	33 35	31 33 | 31 35 | 31	jmdict
ヘタレる	30 34	13	30 34 | 30 34 | 13 30	jmdict
ヘラる	30	15	30 | 15 | 30	jmdict
ホルる	37	34	37 | 34 | 37	jmdict
ボツる	15 34	32	15 34 | 15 34 | 15 32	jmdict
ボムる	15	35 38	15 | 15 38 | 15 35	jmdict
ヤフる	31 38	30	31 38 | 31 38 | 30 31	jmdict
ラグる	15	13 50	15 50 | 13 15 | 15	jmdict
リピる	34	37	34 | 37 | 34	jmdict
リムる	35	31	31 35 | 35 | 35	jmdict
一字空ける	32	15	32 | 15 32 | 32	jmdict
一席ぶつ	31	35	31 | 31 | 31 35	jmdict
上せる	30	15	15 | 30 | 30	jmdict
上枯れる	15 57	50	15 57 | 50 57 | 15 57	jmdict
上汲む	33	15	33 | 33 | 15 33	jmdict
下がかる	15	17	15 | 15 17 | 15	jmdict
下がる	15 17	19	15 17 | 15 17 | 15 17 19	jmdict
下げ渋る	34	13 37	34 | 37 | 13 34	jmdict
下す	15 36	34	15 36 | 15 36 | 15 34 36	jmdict
下回る	19	11	19 | 11 19 | 19	jmdict
下種張る	34	33	33 34 | 34 | 34	jmdict
不味る	13	30	13 | 30 | 13	jmdict
世離れる	33	15	15 | 33 | 33	jmdict
並び替える	15	17	15 | 15 | 15 17	jmdict
並び立つ	15 17	34	15 34 | 15 17 | 15 17	jmdict
並ぶ	11 17	15	15 17 | 11 17 | 11 17	jmdict
並べる	15 17	33	15 33 | 15 17 | 15 17	jmdict
並べ直す	15	17 33	15 17 | 15 | 15 33	jmdict
並べ立てる	15 31	34	15 31 | 15 31 | 31 34	jmdict
並み居る	12	17	12 17 | 12 | 12	jmdict
並外れる	13	19	13 19 | 13 | 13	jmdict
丸め込む	35 36	34	35 36 | 34 35 | 35 36	jmdict
主立つ	13	15 34	15 34 | 13 | 13	jmdict
乗っかかる	15	17 35	15 17 | 15 | 15 35	jmdict
乗っかる	15 17	35	15 17 | 15 35 | 15 17	jmdict
乗っける	15	17	15 | 15 | 15 17	jmdict
乗っ取る	36 37	15	36 37 | 15 36 37 | 36 37	jmdict
乗りこなす	34	15	34 | 15 34 | 34	jmdict
乗りはぐれる	15	34	15 34 | 15 | 15	jmdict
乗り入れる	15 17	38	15 17 | 15 17 38 | 15 17	jmdict
乗り取る	37	15 34	37 | 15 37 | 34 37	jmdict
乗り回す	15 33	17	15 17 | 15 33 | 15 33	jmdict
乗り戻す	15 37	17	15 37 | 15 17 | 15 37	jmdict
乗り換える	15	37	15 | 15 | 15 37	jmdict
乗り移す	15	17	15 | 15 17 | 15	jmdict
乗り組む	15 38	33	33 38 | 15 38 | 15 38	jmdict
乗り続ける	15	16	15 | 15 16 | 15	jmdict
乗り込む	15 34	17	15 34 | 15 34 | 15 17	jmdict
乗り遅れる	15 16	34	15 16 | 16 34 | 15 16	jmdict
乳繰り合う	35	33	35 | 33 35 | 35	jmdict
乾かす	15	50 51	15 51 | 15 50 | 15	jmdict
事寄す	11	34	11 | 11 | 11 34	jmdict
事寄せる	31	11	31 | 31 | 11	jmdict
事立てる	38	34	34 | 38 | 38	jmdict
事足りる	19	12	19 | 19 | 12 19	jmdict
事足る	19	13	19 | 19 | 13 19	jmdict
交わし合う	35	31	35 | 35 | 31 35	jmdict
交わす	35	15	35 | 15 35 | 35	jmdict
交わる	35	15	15 35 | 35 | 35	jmdict
人慣れる	33	15 30	15 33 | 33 | 30 33	jmdict
仄めく	31	15 30	15 30 | 31 | 31	jmdict
今めかす	15 32	33	15 33 | 32 | 15 32	jmdict
仕える	33 36	34	34 36 | 33 36 | 33 36	jmdict
仕上がる	15 34	38	15 38 | 15 34 | 15 34	jmdict
仕分ける	15 33	38	15 33 | 15 38 | 15 33	jmdict
仕向ける	36	34	36 | 34 36 | 36	jmdict
仕掛かる	15 34	38	15 34 | 15 34 | 15 38	jmdict
仕掛ける	34 35	15 38	34 35 | 15 34 38 | 34 35	jmdict
仕損じる	34	15	15 34 | 34 | 34	jmdict
仕損ずる	34	15	34 | 15 34 | 34	jmdict
仕替える	15	33	15 33 | 15 | 15	jmdict
仕立てる	15 32 38	33	15 32 33 | 15 32 38 | 15 32 38	jmdict
仕立て上げる	15 32	38	15 32 | 32 38 | 15 32	jmdict
仕込む	33 38	15	33 38 | 15 33 38 | 33 38	jmdict
仕返す	35	34	35 | 34 35 | 35	jmdict
付いてくる	15 17	35	15 35 | 15 17 | 15 17	jmdict
付き従う	33 35	36	35 36 | 33 35 | 33 35	jmdict
付く	12 15	17	12 15 17 | 15 | 12 15	jmdict
付ける	15	37	15 | 15 37 | 15	jmdict
付け入る	35	15 34	15 35 | 34 35 | 35	jmdict
付け落とす	15	37	15 | 15 | 37	jmdict
付け足す	15	19	15 | 15 | 15 19	jmdict
付す	15	31 37	15 37 | 15 31 | 15	jmdict
仮す	37	36	37 | 37 | 36	jmdict
仰ぎ奉る	30 36	33	30 36 | 33 36 | 30 36	jmdict
仰ぎ見る	30	33	30 | 30 | 30 33	jmdict
仰ぐ	36	31 35	31 36 | 36 | 35	jmdict
仰のく	33	31	33 | 31 | 33	jmdict
仰のける	15	34	15 | 15 | 15 34	jmdict
仰向く	33	17	17 33 | 33 | 33	jmdict
任ずる	36	30	36 | 30 36 | 36	jmdict
企てる	34	30	34 | 34 | 30 34	jmdict
伏す	33	56	33 | 33 56 | 33	jmdict
休す	33	15	33 | 15 | 33	jmdict
休ませる	33	15	15 33 | 33 | 33	jmdict
休まる	33	15	33 | 15 33 | 33	jmdict
会す	35	15	35 | 35 | 15 35	jmdict
会わす	35	15	15 35 | 35 | 35	jmdict
伝い歩く	15 33	17	15 33 | 15 33 | 15 17	jmdict
伸ばす	15	19	15 19 | 15 | 15	jmdict
伸び広がる	15	17	15 | 15 17 | 15	jmdict
似る	11	13	11 | 11 13 | 11	jmdict
似寄る	11	15	11 | 11 | 11 15	jmdict
位取る	37	34	37 | 37 | 34 37	jmdict
位置付ける	11 17	15	11 15 | 11 17 | 11 17	jmdict
低まる	13 15	19	13 19 | 13 15 | 13 15	jmdict
住み分ける	17	33 35 38	17 38 | 17 33 | 17 35	jmdict
住み替える	15 33	17	17 33 | 15 33 | 15 33	jmdict
作す	15 32	38	32 38 | 15 32 | 15 32	jmdict
作り損じる	32 34	15	32 34 | 15 34 | 32 34	jmdict
作り損なう	15 34	32	34 | 15 34 | 15 32 34	jmdict
併せ持つ	19	12	19 | 19 | 12 19	jmdict
使いこなす	15 34	33	15 33 | 15 34 | 34	jmdict
使いすぎる	19	15	19 | 15 19 | 19	jmdict
使い倒す	15	33 38	15 38 | 15 | 15 33	jmdict
使い出す	15	34	15 34 | 15 | 15	jmdict
使い分ける	34	15	34 | 15 34 | 34	jmdict
使い切る	15 19	33	15 19 | 15 19 | 15 33	jmdict
使い古す	15	33	15 33 | 15 | 15	jmdict
使い回す	15 33	38	15 33 | 15 33 | 15 38	jmdict
使い尽くす	19	15 33	19 | 19 33 | 15 19	jmdict
使い捨てる	15 37	33	15 33 | 15 37 | 15 37	jmdict
使い果たす	19	15 33	19 | 19 33 | 15 19	jmdict
使い込む	15 33	37	15 33 | 15 37 | 15 33	jmdict
使う	15 33	34 38	15 33 | 15 34 38 | 15 33	jmdict
使える	13 34	15	13 15 | 13 34 | 13 34	jmdict
侘びる	35	30	35 | 35 | 30 35	jmdict
供える	33	37	33 37 | 33 | 33	jmdict
侵す	34	15 35	15 34 | 34 35	jmdict
便じる	15	37 38	15 | 15 37 | 15 38	jmdict
便ずる	37	33	37 | 33 37 | 37	jmdict
保ち続ける	15	16	15 16 | 15 | 15	jmdict
保つ	15	12 36	15 | 15 36 | 12	jmdict
信じ込ます	30	31	30 31 | 30 | 30	jmdict
修まる	13 15	34	15 34 | 13 | 13 15	jmdict
修める		30 33 34 38	30 33 | 34 38	jmdict
修羅場る	35	30	30 35 | 35 | 35	jmdict
俯く	33	56	33 56 | 33 | 33	jmdict
俯す	33	15	33 | 15 33 | 33	jmdict
倉庫に納める	15 37	17	15 37 | 15 37 | 17 37	jmdict
倒れ伏す	15 33	56	15 33 | 15 33 56 | 15 33	jmdict
倒れ掛かる	15	17	15 | 15 17 | 15	jmdict
倣う	34	30	34 | 30 34 | 34	jmdict
倦み疲れる	30 56	13 57	30 56 | 30 56 | 13 57	jmdict
偉ぶる	33	30	33 | 33 | 30	jmdict
側む		15 17 33	15 | 17 | 33	jmdict
備える	34 38	15	34 | 15 38 | 34 38	jmdict
傾く	15	13 17	15 | 15 17 | 13 15	jmdict
傾ぐ	15	17	15 | 15 17 | 15	jmdict
傾ける	15 30	17 34	15 30 34 | 15 30 | 15 17	jmdict
働かせる	33 36	34 38	33 36 | 33 36 | 34 38	jmdict
働きすぎる	33 38	13 19	13 33 | 33 38 | 19 33 38	jmdict
働き出す	15 33	38	15 33 | 15 33 38 | 15 33	jmdict
働き通す	33 38	34	33 38 | 33 38 | 34	jmdict
億劫がる	30	13	30 | 13 30 | 30	jmdict
優れる	13	34	13 | 13 | 13 34	jmdict
兆す	12 50	16	12 50 | 12 16 | 12 50	jmdict
先取る	37	34	37 | 37 | 34 37	jmdict
先立てる	16 37	15	16 37 | 15 16 | 16 37	jmdict
先細る	15	19	15 | 15 19 | 15	jmdict
先駆ける	15 34	16	15 34 | 15 34 | 16 34	jmdict
入りきる	15	19	15 | 15 | 15 19	jmdict
入り乱れる	15	35	15 | 15 | 15 35	jmdict
入り替わる	15	35	15 35 | 15 | 15	jmdict
入り混じる	15	11 17	15 17 | 11 15 | 15	jmdict
入り直す	15	17	15 | 15 | 15 17	jmdict
入れ忘れる	15	30 33	15 33 | 15 30 | 15	jmdict
入れ揚げる	15	37	15 37 | 15 | 15	jmdict
入れ違う	15 35	11	15 35 | 11 15 | 15 35	jmdict
入れ違える	15	11	11 15 | 15 | 15	jmdict
具す	15	34	15 34 | 15 | 15	jmdict
兼ねる	15	11 34	15 | 11 15 | 15 34	jmdict
兼ね仕える	33 38	36	33 38 | 33 38 | 33 36	jmdict
兼ね備える	12	19	12 19 | 12 | 12	jmdict
冬めく	50	52	50 52 | 50	jmdict
冴え渡る	13 50	30	13 30 | 13 50 | 13 50	jmdict
冴え行く	15	13 30 50	15 50 | 15 30 | 13 15	jmdict
冷え募る	15	30 50 51	15 50 | 15 30 | 15 51	jmdict
冷ます	15 51	30	15 51 | 15 51 | 15 30	jmdict
冷める	15 30	51	15 30 51 | 15 30 | 15 30	jmdict
凌ぐ	34 35	14	14 34 | 34 35 | 34 35	jmdict
凍える	51 56	57	56 57 | 51 56 | 51 56	jmdict
凍え付く	51	15 56 57	56 57 | 51 | 15 51	jmdict
凍れる	15 51	50	15 51 | 50 51 | 15 51	jmdict
凝らす	30 33	15	30 33 | 30 33 | 15 30	jmdict
凝り固まる	15	13	13 15 | 15 | 15	jmdict
凝る	15 30	33	15 30 | 15 30 | 15 33	jmdict
凪ぐ	50	15	50 | 15 50 | 50	jmdict
凭せる	15	17	15 17 | 15 | 15	jmdict
凭れる	33	15	33 | 33 | 15 33	jmdict
凹たれる	30	15	30 | 15 | 30	jmdict
凹む	15 30	56	15 56 | 15 30 | 15 30	jmdict
出しすぎる	19	15	19 | 15 19 | 19	jmdict
出し合う	35	37	35 | 35 37 | 35	jmdict
出し惜しむ	34	30 37	34 | 30 34 | 37	jmdict
出し違う	15	11 35	15 35 | 11 15 | 15	jmdict
出す	15	17	15 | 15 17	jmdict
出すぎる	13 15	34	13 15 | 13 15 | 13 34	jmdict
出でる	15 17	12	15 17 | 12 15 | 15 17	jmdict
出る	15 17	12 34	12 15 17 | 15 17 | 15 34	jmdict
出向く	15 17	33	15 17 | 17 33 | 15 17	jmdict
出回る	15 37	17	15 37 | 15 17 | 15 37	jmdict
出戻る	15	17 33	15 33 | 15 17 | 15	jmdict
出来す	15	34	15 | 15 34 | 15	jmdict
出来る	13 34	12	13 34 | 12 34 | 13 34	jmdict
出来合う	12	13	12 13 | 12 | 12	jmdict
出歩く	33	15	33 | 33 | 15 33	jmdict
出直る	15	16 34	15 16 | 15 34 | 15	jmdict
出遅れる	15 16	34	15 16 | 15 16 | 16 34	jmdict
出違う	15 35	17	15 17 | 15 35 | 15 35	jmdict
分かり出す	30	15	30 | 15 30 | 30	jmdict
分かれる	15 17	11	15 17 | 15 17 | 11 15	jmdict
分け与える	37	15	37 | 37 | 15 37	jmdict
分け持つ	37	15	37 | 15 37 | 37	jmdict
切らす	19	12	19 | 19 | 12 19	jmdict
切り上げる	15	16	15 16 | 15 | 15	jmdict
切り下ろす	15	34	15 | 15 | 15 34	jmdict
切り入れる	15	34	15 | 15 | 15 34	jmdict
切り取る	15	32	15 | 15 32 | 15	jmdict
切り回す	15 34	36 38	15 34 | 15 34 38 | 15 34 36	jmdict
切り崩す	15	34	15 34 | 15 | 15	jmdict
切り広げる	15	17 38	15 38 | 15 | 15 17	jmdict
切り戻す	15	38	15 38 | 15 | 15	jmdict
切り揃える	15	33	15 | 15 33 | 15	jmdict
切り殺す	15 34	57	15 34 | 15 34 57 | 15 34	jmdict
切り立つ	15 17	13	15 17 | 13 17 | 15 17	jmdict
切り立てる	15	17	15 17 | 15 | 15	jmdict
切り組む	15 35	34	15 35 | 15 35 | 34 35	jmdict
切り結ぶ	35	15	35 | 15 35 | 35	jmdict
切り苛む	15	34 35	15 34 | 15 35 | 15	jmdict
切り起こす	15	32	15 | 15 32 | 15	jmdict
